	10.00		12.50		15.00		17.50		20.00		21.50		21.80		22.00		23.00		24.00		25.00		26.00		27.00		28.00		29.00		30.00		31.00		32.00		33.00		34.00		35.00		36.00		37.00		38.00		39.00		40.00		41.00		42.00		43.00		44.00		45.00		46.00		47.00		48.00		49.00		50.00		51.00		52.00		52.50		53.00		55.00		57.50		60.00		62.50		65.00	
1514	18.766489	1.408843e+01	10.576499	7.940017e+00	5.960750	5.018669e+00	4.888007	4.780022e+00	4.246461	3.740186e+00	3.282946	2.894346e+00	2.589897	2.360277e+00	2.186227	2.063984e+00	2.066425	2.286230e+00	2.775741	3.466810e+00	4.228528	4.929174e+00	5.437026	5.628289e+00	5.488819	5.084550e+00	4.483241	3.753209e+00	2.988909	2.319908e+00	1.810736	1.435505e+00	1.162041	9.581707e-01	0.795117	6.601358e-01	0.545205	4.423048e-01	0.392860	3.177747e-01	0.203952	1.171620e-01	0.067305	3.866395e-02	0.022211	
1572	19.455138	1.460910e+01	10.970152	8.237621e+00	6.185730	5.208882e+00	5.075004	4.962693e+00	4.407778	3.881312e+00	3.406122	3.003129e+00	2.688846	2.452698e+00	2.273275	2.145223e+00	2.142624	2.360169e+00	2.851571	3.547928e+00	4.316444	5.023496e+00	5.535463	5.726775e+00	5.583293	5.172254e+00	4.562747	3.824409e+00	3.052469	2.376500e+00	1.860977	1.479950e+00	1.201187	9.924555e-01	0.824915	6.857408e-01	0.566828	4.600723e-01	0.408720	3.335849e-01	0.215271	1.245115e-01	0.072017	4.165403e-02	0.024092	
1631	20.109569	1.511408e+01	11.359539	8.537676e+00	6.416802	5.406373e+00	5.268136	5.151768e+00	4.576854	4.031616e+00	3.539777	3.122873e+00	2.797795	2.553058e+00	2.365815	2.229747e+00	2.220276	2.434090e+00	2.926281	3.627165e+00	4.402006	5.115227e+00	5.631251	5.822683e+00	5.675338	5.257708e+00	4.640167	3.893626e+00	3.114096	2.431235e+00	1.909505	1.522887e+00	1.239070	1.025745e+00	0.853994	7.109078e-01	0.588297	4.779708e-01	0.424855	3.491961e-01	0.226503	1.318505e-01	0.076752	4.467816e-02	0.026008	
1689	20.746696	1.560779e+01	11.741777	8.833366e+00	6.645363	5.602142e+00	5.458678	5.338470e+00	4.744673	4.181896e+00	3.674625	3.244390e+00	2.907920	2.653217e+00	2.456782	2.311961e+00	2.295404	2.505482e+00	2.998554	3.704122e+00	4.485470	5.205029e+00	5.725230	5.916813e+00	5.765498	5.340979e+00	4.714857	3.959269e+00	3.171160	2.480714e+00	1.952603	1.560633e+00	1.272295	1.055080e+00	0.879884	7.336843e-01	0.608196	4.951339e-01	0.440674	3.631539e-01	0.236559	1.384364e-01	0.081014	4.741021e-02	0.027745	
1747	21.349738	1.607535e+01	12.103982	9.113729e+00	6.862209	5.787949e+00	5.641103	5.516933e+00	4.903698	4.323080e+00	3.800534	3.357776e+00	3.011492	2.748836e+00	2.545143	2.392985e+00	2.370221	2.577011e+00	3.071110	3.781321e+00	4.569048	5.294825e+00	5.819187	6.011104e+00	5.856299	5.425755e+00	4.792396	4.029664e+00	3.235132	2.538659e+00	2.004700	1.607087e+00	1.313350	1.091022e+00	0.911026	7.602852e-01	0.630442	5.131362e-01	0.456573	3.800049e-01	0.248772	1.464929e-01	0.086264	5.079803e-02	0.029913	
1805	21.900965	1.651047e+01	12.446739	9.383217e+00	7.073721	5.970705e+00	5.820043	5.692355e+00	5.061765	4.464805e+00	3.927669	3.472579e+00	3.116533	2.845876e+00	2.634682	2.474627e+00	2.444450	2.645726e+00	3.137446	3.848168e+00	4.638195	5.366949e+00	5.893852	6.086827e+00	5.931460	5.499258e+00	4.863688	4.098718e+00	3.301870	2.602141e+00	2.063618	1.660492e+00	1.360709	1.132213e+00	0.946270	7.898306e-01	0.654464	5.317414e-01	0.472487	3.994544e-01	0.262991	1.559673e-01	0.092497	5.485524e-02	0.032532	
1864	22.472765	1.696018e+01	12.799841	9.660033e+00	7.290422	6.157679e+00	6.002428	5.871326e+00	5.223783	4.610385e+00	4.057924	3.589597e+00	3.223181	2.944253e+00	2.725500	2.557577e+00	2.520014	2.715745e+00	3.204974	3.915979e+00	4.707901	5.438988e+00	5.967488	6.160213e+00	6.002507	5.566270e+00	4.925375	4.154202e+00	3.350830	2.645022e+00	2.101276	1.693711e+00	1.390164	1.158469e+00	0.969787	8.109648e-01	0.673470	5.487713e-01	0.488555	4.128262e-01	0.272803	1.625362e-01	0.096839	5.769696e-02	0.034376	
1922	22.851269	1.728155e+01	13.069387	9.883885e+00	7.474810	6.321260e+00	6.161457	6.028211e+00	5.369825	4.745062e+00	4.180781	3.701330e+00	3.325575	3.038803e+00	2.812865	2.637822e+00	2.593827	2.784826e+00	3.272029	3.983448e+00	4.777170	5.510378e+00	6.040257	6.232613e+00	6.072593	5.632494e+00	4.986597	4.209693e+00	3.400340	2.688873e+00	2.140105	1.728121e+00	1.420698	1.185616e+00	0.993969	8.325166e-01	0.692630	5.656841e-01	0.504368	4.266028e-01	0.282940	1.693494e-01	0.101361	6.066823e-02	0.036312	
1980	23.908382	1.803873e+01	13.610120	1.026876e+01	7.747716	6.542854e+00	6.379583	6.239667e+00	5.548762	4.895029e+00	4.307414	3.810463e+00	3.422787	3.128128e+00	2.896270	2.715580e+00	2.666372	2.853356e+00	3.338689	4.050297e+00	4.845493	5.580679e+00	6.112255	6.305311e+00	6.145149	5.704857e+00	5.059526	4.284722e+00	3.478232	2.767484e+00	2.215873	1.798260e+00	1.483355	1.239867e+00	1.039689	8.697525e-01	0.721415	5.860379e-01	0.520509	4.521309e-01	0.301858	1.821700e-01	0.109939	6.634749e-02	0.040040	
2038	24.722534	1.864085e+01	14.055240	1.059768e+01	7.990677	6.745391e+00	6.579596	6.434350e+00	5.717335	5.039782e+00	4.432223	3.920088e+00	3.522454	3.221405e+00	2.984219	2.797293e+00	2.741630	2.923439e+00	3.406153	4.117576e+00	4.914102	5.651199e+00	6.184339	6.377741e+00	6.216714	5.774998e+00	5.128344	4.352960e+00	3.546293	2.834069e+00	2.278866	1.856044e+00	1.534904	1.284743e+00	1.077959	9.015622e-01	0.746870	6.052001e-01	0.536536	4.736631e-01	0.317856	1.930556e-01	0.117256	7.121732e-02	0.043255	
